year,perwt,countyfip,edu-three-cat,county
2007,92,06037,Advanced degree,Los Angeles
2007,182,06077,High school or less,San Joaquin
2007,217,06065,Bachelor's degree,Riverside
2007,53,06083,High school or less,Santa Barbara
2007,46,06083,High school or less,Santa Barbara
2007,75,06073,Advanced degree,San Diego
2007,76,06085,Advanced degree,Santa Clara
2007,49,06085,Advanced degree,Santa Clara
2007,90,06037,,Los Angeles
2007,64,06073,,San Diego
2007,364,06065,High school or less,Riverside
2007,373,06065,High school or less,Riverside
2007,175,06081,High school or less,San Mateo
2007,68,06075,High school or less,San Francisco
2007,97,06075,High school or less,San Francisco
2007,161,06037,High school or less,Los Angeles
2007,159,06037,,Los Angeles
2007,87,06037,Bachelor's degree,Los Angeles
2007,64,06037,Bachelor's degree,Los Angeles
2007,246,06073,High school or less,San Diego
2007,88,06013,Bachelor's degree,Contra Costa
2007,80,06013,,Contra Costa
2007,150,06065,High school or less,Riverside
2007,86,06059,High school or less,Orange
2007,42,06059,Bachelor's degree,Orange
2007,59,06001,High school or less,Alameda
2007,65,06085,Bachelor's degree,Santa Clara
2007,65,06085,Bachelor's degree,Santa Clara
2007,38,06075,Advanced degree,San Francisco
2007,242,06085,High school or less,Santa Clara
2007,202,06085,High school or less,Santa Clara
2007,127,06037,High school or less,Los Angeles
2007,60,06059,Bachelor's degree,Orange
2007,58,06059,Advanced degree,Orange
2007,174,06037,Bachelor's degree,Los Angeles
2007,172,06037,Bachelor's degree,Los Angeles
2007,236,06087,High school or less,Santa Cruz
2007,61,06073,Bachelor's degree,San Diego
2007,354,06075,High school or less,San Francisco
2007,301,06037,Advanced degree,Los Angeles
2007,73,06001,,Alameda
2007,144,06037,High school or less,Los Angeles
2007,136,06037,High school or less,Los Angeles
2007,128,06037,High school or less,Los Angeles
2007,202,06037,High school or less,Los Angeles
2007,49,06013,High school or less,Contra Costa
2007,43,06013,High school or less,Contra Costa
2007,63,06059,,Orange
2007,58,06059,High school or less,Orange
2007,48,06037,Bachelor's degree,Los Angeles
2007,50,06037,High school or less,Los Angeles
2007,319,06047,High school or less,Merced
2007,72,06073,Advanced degree,San Diego
2007,75,06073,Advanced degree,San Diego
2007,142,06037,Bachelor's degree,Los Angeles
2007,335,06037,High school or less,Los Angeles
2007,338,06037,High school or less,Los Angeles
2007,71,06059,,Orange
2007,321,06059,High school or less,Orange
2007,317,06073,Bachelor's degree,San Diego
2007,73,06075,Bachelor's degree,San Francisco
2007,81,06071,Advanced degree,San Bernardino
2007,77,06037,High school or less,Los Angeles
2007,78,06037,High school or less,Los Angeles
2007,72,06037,Bachelor's degree,Los Angeles
2007,72,06037,Bachelor's degree,Los Angeles
2007,68,06037,,Los Angeles
2007,58,06037,,Los Angeles
2007,71,06001,High school or less,Alameda
2007,250,06019,High school or less,Fresno
2007,72,06037,Bachelor's degree,Los Angeles
2007,65,06037,Bachelor's degree,Los Angeles
2007,100,06037,High school or less,Los Angeles
2007,82,06037,High school or less,Los Angeles
2007,75,06085,Bachelor's degree,Santa Clara
2007,67,06085,Advanced degree,Santa Clara
2007,181,06037,High school or less,Los Angeles
2007,287,06037,High school or less,Los Angeles
2007,162,06085,High school or less,Santa Clara
2007,89,06073,Bachelor's degree,San Diego
2007,52,06059,Bachelor's degree,Orange
2007,82,06019,High school or less,Fresno
2007,330,06059,,Orange
2007,71,06071,Advanced degree,San Bernardino
2007,56,06037,Advanced degree,Los Angeles
2007,44,06081,Bachelor's degree,San Mateo
2007,51,06065,High school or less,Riverside
2007,52,06065,High school or less,Riverside
2007,129,06037,Bachelor's degree,Los Angeles
2007,126,06081,,San Mateo
2007,96,06037,Bachelor's degree,Los Angeles
2007,34,06007,Bachelor's degree,Butte
2007,89,06059,High school or less,Orange
2007,64,06059,High school or less,Orange
2007,76,06037,Bachelor's degree,Los Angeles
2007,238,06037,Bachelor's degree,Los Angeles
2007,383,06071,High school or less,San Bernardino
2007,383,06071,High school or less,San Bernardino
2007,138,06083,Advanced degree,Santa Barbara
2007,83,06085,Advanced degree,Santa Clara
2007,90,06085,Advanced degree,Santa Clara
2007,54,06085,Advanced degree,Santa Clara
2007,52,06085,Advanced degree,Santa Clara
2007,213,06037,High school or less,Los Angeles
2007,119,06037,High school or less,Los Angeles
2007,108,06037,High school or less,Los Angeles
2007,64,06037,,Los Angeles
2007,64,06037,,Los Angeles
2007,288,06059,High school or less,Orange
2007,459,06059,,Orange
2007,84,06037,Advanced degree,Los Angeles
2007,59,06037,,Los Angeles
2007,42,06059,Bachelor's degree,Orange
2007,35,06059,Bachelor's degree,Orange
2007,124,06059,High school or less,Orange
2007,106,06059,Advanced degree,Orange
2007,96,06029,Bachelor's degree,Kern
2007,61,06025,Bachelor's degree,Imperial
2007,77,06059,Bachelor's degree,Orange
2007,150,06037,Bachelor's degree,Los Angeles
2007,86,06037,High school or less,Los Angeles
2007,283,06037,High school or less,Los Angeles
2007,368,06037,High school or less,Los Angeles
2007,64,06037,High school or less,Los Angeles
2007,125,06075,High school or less,San Francisco
2007,157,06075,High school or less,San Francisco
2007,60,06029,High school or less,Kern
2007,173,06081,High school or less,San Mateo
2007,258,06081,,San Mateo
2007,258,06081,High school or less,San Mateo
2007,60,06013,Bachelor's degree,Contra Costa
2007,77,06013,Bachelor's degree,Contra Costa
2007,85,06037,Bachelor's degree,Los Angeles
2007,66,06037,Bachelor's degree,Los Angeles
2007,229,06085,Advanced degree,Santa Clara
2007,79,06019,,Fresno
2007,72,06085,,Santa Clara
2007,74,06085,,Santa Clara
2007,155,06059,High school or less,Orange
2007,66,06001,Bachelor's degree,Alameda
2007,140,06085,Bachelor's degree,Santa Clara
2007,50,06085,Advanced degree,Santa Clara
2007,94,06095,,Solano
2007,55,06095,Advanced degree,Solano
2007,107,06059,Bachelor's degree,Orange
2007,89,06059,Bachelor's degree,Orange
2007,107,06085,Bachelor's degree,Santa Clara
2007,226,06075,,San Francisco
2007,63,06085,Bachelor's degree,Santa Clara
2007,73,06059,Advanced degree,Orange
2007,315,06037,High school or less,Los Angeles
2007,336,06037,High school or less,Los Angeles
2007,96,06073,,San Diego
2007,82,06073,,San Diego
2007,60,06037,Bachelor's degree,Los Angeles
2007,372,06037,,Los Angeles
2007,59,06073,Advanced degree,San Diego
2007,104,06085,Advanced degree,Santa Clara
2007,145,06061,Bachelor's degree,Placer
2007,125,06061,Bachelor's degree,Placer
2007,360,06019,High school or less,Fresno
2007,266,06019,High school or less,Fresno
2007,93,06077,Bachelor's degree,San Joaquin
2007,104,06077,Bachelor's degree,San Joaquin
2007,65,06111,Advanced degree,Ventura
2007,65,06019,High school or less,Fresno
2007,298,06099,High school or less,Stanislaus
2007,69,06085,Advanced degree,Santa Clara
2007,74,06085,,Santa Clara
2007,67,06111,Advanced degree,Ventura
2007,71,06111,Advanced degree,Ventura
2007,80,06037,Advanced degree,Los Angeles
2007,95,06059,Bachelor's degree,Orange
2007,96,06085,Bachelor's degree,Santa Clara
2007,109,06085,Bachelor's degree,Santa Clara
2007,77,06013,High school or less,Contra Costa
2007,83,06037,High school or less,Los Angeles
2007,90,06037,High school or less,Los Angeles
2007,174,06029,High school or less,Kern
2007,52,06037,,Los Angeles
2007,90,06059,,Orange
2007,72,06001,Advanced degree,Alameda
2007,213,06037,Bachelor's degree,Los Angeles
2007,196,06037,Bachelor's degree,Los Angeles
2007,101,06107,High school or less,Tulare
2007,185,06037,Bachelor's degree,Los Angeles
2007,65,06019,High school or less,Fresno
2007,216,06073,Bachelor's degree,San Diego
2007,250,06073,Bachelor's degree,San Diego
2007,87,06037,Bachelor's degree,Los Angeles
2007,98,06013,Bachelor's degree,Contra Costa
2007,72,06037,High school or less,Los Angeles
2007,241,06000,High school or less,
2007,300,06085,High school or less,Santa Clara
2007,70,06073,,San Diego
2007,199,06059,High school or less,Orange
2007,151,06001,,Alameda
2007,107,06037,Bachelor's degree,Los Angeles
2007,96,06067,Bachelor's degree,Sacramento
2007,87,06077,High school or less,San Joaquin
2007,216,06029,,Kern
2007,193,06029,,Kern
2007,148,06019,High school or less,Fresno
2007,250,06019,High school or less,Fresno
2007,100,06073,High school or less,San Diego
2007,115,06073,High school or less,San Diego
2007,152,06037,Bachelor's degree,Los Angeles
2007,92,06073,,San Diego
2007,143,06085,,Santa Clara
2007,128,06037,High school or less,Los Angeles
2007,238,06037,High school or less,Los Angeles
2007,90,06067,High school or less,Sacramento
2007,64,06059,Advanced degree,Orange
2007,55,06059,Bachelor's degree,Orange
2007,76,06059,Bachelor's degree,Orange
2007,70,06037,Advanced degree,Los Angeles
2007,304,06013,Advanced degree,Contra Costa
2007,111,06073,Bachelor's degree,San Diego
2007,125,06073,Advanced degree,San Diego
2007,116,06029,High school or less,Kern
2007,303,06001,High school or less,Alameda
2007,92,06025,Bachelor's degree,Imperial
2007,90,06013,High school or less,Contra Costa
2007,188,06037,High school or less,Los Angeles
2007,361,06073,Advanced degree,San Diego
2007,362,06073,Advanced degree,San Diego
2007,282,06013,High school or less,Contra Costa
2007,416,06081,High school or less,San Mateo
2007,374,06081,High school or less,San Mateo
2007,113,06097,High school or less,Sonoma
2007,111,06097,High school or less,Sonoma
2007,131,06013,High school or less,Contra Costa
2007,130,06037,,Los Angeles
2007,69,06085,Bachelor's degree,Santa Clara
2007,83,06071,High school or less,San Bernardino
2007,47,06037,Advanced degree,Los Angeles
2007,225,06085,High school or less,Santa Clara
2007,50,06085,,Santa Clara
2007,120,06037,Advanced degree,Los Angeles
2007,138,06013,,Contra Costa
2007,248,06000,High school or less,
2007,85,06059,Advanced degree,Orange
2007,364,06085,High school or less,Santa Clara
2007,363,06085,High school or less,Santa Clara
2007,128,06041,Bachelor's degree,Marin
2007,72,06085,Bachelor's degree,Santa Clara
2007,132,06065,High school or less,Riverside
2007,18,06031,High school or less,Kings
2007,101,06085,High school or less,Santa Clara
2007,46,06113,,Yolo
2007,205,06107,High school or less,Tulare
2007,179,06037,High school or less,Los Angeles
2007,187,06037,High school or less,Los Angeles
2007,70,06073,High school or less,San Diego
2007,88,06073,Bachelor's degree,San Diego
2007,83,06073,,San Diego
2007,132,06073,High school or less,San Diego
2007,63,06019,High school or less,Fresno
2007,67,06019,High school or less,Fresno
2007,75,06059,Bachelor's degree,Orange
2007,61,06059,Advanced degree,Orange
2007,98,06097,,Sonoma
2007,86,06001,High school or less,Alameda
2007,45,06037,Advanced degree,Los Angeles
2007,105,06085,Advanced degree,Santa Clara
2007,68,06085,Advanced degree,Santa Clara
2007,73,06075,,San Francisco
2007,71,06077,High school or less,San Joaquin
2007,52,06037,Bachelor's degree,Los Angeles
2007,212,06037,Advanced degree,Los Angeles
2007,279,06037,Advanced degree,Los Angeles
2007,160,06075,,San Francisco
2007,225,06037,High school or less,Los Angeles
2007,56,06111,Advanced degree,Ventura
2007,127,06037,High school or less,Los Angeles
2007,80,06037,,Los Angeles
2007,174,06013,Advanced degree,Contra Costa
2007,60,06037,,Los Angeles
2007,78,06073,High school or less,San Diego
2007,97,06037,High school or less,Los Angeles
2007,93,06085,Advanced degree,Santa Clara
2007,63,06085,Bachelor's degree,Santa Clara
2007,64,06085,High school or less,Santa Clara
2007,93,06017,Advanced degree,El Dorado
2007,114,06019,High school or less,Fresno
2007,68,06037,High school or less,Los Angeles
2007,49,06065,Bachelor's degree,Riverside
2007,95,06001,Bachelor's degree,Alameda
2007,238,06085,High school or less,Santa Clara
2007,109,06001,Bachelor's degree,Alameda
2007,95,06037,High school or less,Los Angeles
2007,94,06037,High school or less,Los Angeles
2007,59,06059,Bachelor's degree,Orange
2007,153,06065,High school or less,Riverside
2007,61,06037,Advanced degree,Los Angeles
2007,29,06085,High school or less,Santa Clara
2007,127,06001,,Alameda
2007,136,06001,High school or less,Alameda
2007,143,06071,High school or less,San Bernardino
2007,56,06087,Bachelor's degree,Santa Cruz
2007,30,06085,Advanced degree,Santa Clara
2007,53,06087,High school or less,Santa Cruz
2007,53,06073,,San Diego
2007,93,06073,High school or less,San Diego
2007,170,06037,High school or less,Los Angeles
2007,207,06037,High school or less,Los Angeles
2007,127,06037,,Los Angeles
2007,78,06037,Bachelor's degree,Los Angeles
2007,60,06059,Bachelor's degree,Orange
2007,86,06059,,Orange
2007,238,06037,Bachelor's degree,Los Angeles
2007,67,06000,Advanced degree,
2007,106,06059,High school or less,Orange
2007,60,06029,Bachelor's degree,Kern
2007,217,06037,High school or less,Los Angeles
2007,238,06001,High school or less,Alameda
2007,218,06001,High school or less,Alameda
2007,77,06059,Bachelor's degree,Orange
2007,74,06059,High school or less,Orange
2007,64,06059,Bachelor's degree,Orange
2007,126,06007,Bachelor's degree,Butte
2007,119,06071,High school or less,San Bernardino
2007,132,06071,High school or less,San Bernardino
2007,118,06067,High school or less,Sacramento
2007,108,06067,High school or less,Sacramento
2007,91,06001,High school or less,Alameda
2007,81,06107,High school or less,Tulare
2007,92,06055,High school or less,Napa
2007,71,06065,Bachelor's degree,Riverside
2007,59,06059,,Orange
2007,275,06099,High school or less,Stanislaus
2007,57,06059,High school or less,Orange
2007,218,06075,Advanced degree,San Francisco
2007,60,06059,Bachelor's degree,Orange
2007,58,06059,,Orange
2007,229,06037,Advanced degree,Los Angeles
2007,43,06001,Advanced degree,Alameda
2007,61,06037,High school or less,Los Angeles
2007,319,06037,High school or less,Los Angeles
2007,77,06073,Advanced degree,San Diego
2007,75,06001,Advanced degree,Alameda
2007,79,06001,Advanced degree,Alameda
2007,99,06059,High school or less,Orange
2007,95,06085,Bachelor's degree,Santa Clara
2007,70,06037,Bachelor's degree,Los Angeles
2007,91,06037,Bachelor's degree,Los Angeles
2007,86,06037,Bachelor's degree,Los Angeles
2007,49,06037,,Los Angeles
2007,190,06037,High school or less,Los Angeles
2007,90,06037,,Los Angeles
2007,61,06067,Advanced degree,Sacramento
2007,65,06067,Bachelor's degree,Sacramento
2007,82,06037,,Los Angeles
2007,51,06059,Bachelor's degree,Orange
2007,230,06111,High school or less,Ventura
2007,74,06037,High school or less,Los Angeles
2007,18,06065,High school or less,Riverside
2007,44,06059,,Orange
2007,62,06073,High school or less,San Diego
2007,157,06037,,Los Angeles
2007,173,06037,Bachelor's degree,Los Angeles
2007,174,06037,Bachelor's degree,Los Angeles
2007,97,06081,High school or less,San Mateo
2007,83,06071,High school or less,San Bernardino
2007,96,06071,High school or less,San Bernardino
2007,90,06081,High school or less,San Mateo
2007,61,06067,High school or less,Sacramento
2007,90,06037,High school or less,Los Angeles
2007,51,06037,Bachelor's degree,Los Angeles
2007,140,06037,,Los Angeles
2007,81,06085,,Santa Clara
2007,210,06085,High school or less,Santa Clara
2007,187,06085,High school or less,Santa Clara
2007,112,06037,High school or less,Los Angeles
2007,52,06113,High school or less,Yolo
2007,38,06113,High school or less,Yolo
2007,193,06037,Bachelor's degree,Los Angeles
2007,66,06059,Advanced degree,Orange
2007,289,06085,High school or less,Santa Clara
2007,86,06037,High school or less,Los Angeles
2007,68,06037,Advanced degree,Los Angeles
2007,70,06037,Advanced degree,Los Angeles
2007,192,06059,High school or less,Orange
2007,253,06059,High school or less,Orange
2007,96,06037,High school or less,Los Angeles
2007,78,06037,High school or less,Los Angeles
2007,88,06037,High school or less,Los Angeles
2007,53,06059,Bachelor's degree,Orange
2007,64,06037,Bachelor's degree,Los Angeles
2007,179,06037,High school or less,Los Angeles
2007,243,06001,High school or less,Alameda
2007,162,06001,High school or less,Alameda
2007,122,06081,,San Mateo
2007,66,06073,Bachelor's degree,San Diego
2007,66,06037,High school or less,Los Angeles
2007,78,06037,Bachelor's degree,Los Angeles
2007,96,06037,High school or less,Los Angeles
2007,92,06037,,Los Angeles
2007,247,06031,High school or less,Kings
2007,57,06025,Bachelor's degree,Imperial
2007,79,06081,Advanced degree,San Mateo
2007,78,06025,High school or less,Imperial
2007,182,06073,,San Diego
2007,265,06073,,San Diego
2007,181,06037,High school or less,Los Angeles
2007,43,06095,Bachelor's degree,Solano
2007,62,06073,High school or less,San Diego
2007,109,06081,High school or less,San Mateo
2007,120,06029,High school or less,Kern
2007,204,06073,High school or less,San Diego
2007,236,06001,Bachelor's degree,Alameda
2007,222,06001,High school or less,Alameda
2007,88,06079,High school or less,San Luis Obispo
2007,164,06037,High school or less,Los Angeles
2007,359,06085,,Santa Clara
2007,39,06065,High school or less,Riverside
2007,82,06059,High school or less,Orange
2007,175,06065,High school or less,Riverside
2007,180,06065,Bachelor's degree,Riverside
2007,113,06059,Bachelor's degree,Orange
2007,80,06059,Advanced degree,Orange
2007,129,06037,Bachelor's degree,Los Angeles
2007,237,06037,Bachelor's degree,Los Angeles
2007,125,06077,High school or less,San Joaquin
2007,61,06075,Bachelor's degree,San Francisco
2007,51,06075,Bachelor's degree,San Francisco
2007,98,06073,Advanced degree,San Diego
2007,148,06019,High school or less,Fresno
2007,165,06019,High school or less,Fresno
2007,142,06059,High school or less,Orange
2007,130,06059,High school or less,Orange
2007,57,06019,Advanced degree,Fresno
2007,99,06019,High school or less,Fresno
2007,176,06001,High school or less,Alameda
2007,176,06001,High school or less,Alameda
2007,179,06001,High school or less,Alameda
2007,89,06073,Advanced degree,San Diego
2007,64,06037,,Los Angeles
2007,62,06037,,Los Angeles
2007,294,06037,,Los Angeles
2007,220,06037,High school or less,Los Angeles
2007,68,06037,Advanced degree,Los Angeles
2007,99,06037,Bachelor's degree,Los Angeles
2007,171,06037,High school or less,Los Angeles
2007,51,06037,,Los Angeles
2007,226,06001,,Alameda
2007,48,06095,High school or less,Solano
2007,73,06085,Advanced degree,Santa Clara
2007,56,06037,High school or less,Los Angeles
2007,69,06037,High school or less,Los Angeles
2007,84,06037,Bachelor's degree,Los Angeles
2007,91,06037,High school or less,Los Angeles
2007,151,06037,High school or less,Los Angeles
2007,76,06037,Bachelor's degree,Los Angeles
2007,51,06059,Bachelor's degree,Orange
2007,103,06037,High school or less,Los Angeles
2007,119,06037,High school or less,Los Angeles
2007,74,06085,High school or less,Santa Clara
2007,60,06075,,San Francisco
2007,496,06075,,San Francisco
2007,63,06037,Advanced degree,Los Angeles
2007,79,06067,Bachelor's degree,Sacramento
2007,115,06111,High school or less,Ventura
2007,136,06111,High school or less,Ventura
2007,143,06037,Advanced degree,Los Angeles
2007,73,06037,Bachelor's degree,Los Angeles
2007,66,06037,Advanced degree,Los Angeles
2007,114,06037,High school or less,Los Angeles
2007,90,06067,High school or less,Sacramento
2007,80,06067,High school or less,Sacramento
2007,102,06067,High school or less,Sacramento
2007,48,06085,Bachelor's degree,Santa Clara
2007,79,06085,Advanced degree,Santa Clara
2007,57,06037,High school or less,Los Angeles
2007,95,06085,High school or less,Santa Clara
2007,58,06085,High school or less,Santa Clara
2007,156,06037,High school or less,Los Angeles
2007,153,06037,High school or less,Los Angeles
2007,60,06073,,San Diego
2007,89,06037,High school or less,Los Angeles
2007,159,06065,High school or less,Riverside
2007,125,06059,High school or less,Orange
2007,208,06059,Bachelor's degree,Orange
2007,277,06059,High school or less,Orange
2007,169,06001,Advanced degree,Alameda
2007,155,06001,Advanced degree,Alameda
2007,71,06085,Advanced degree,Santa Clara
2007,67,06085,Advanced degree,Santa Clara
2007,64,06059,High school or less,Orange
2007,54,06059,High school or less,Orange
2007,153,06037,High school or less,Los Angeles
2007,53,06037,Advanced degree,Los Angeles
2007,93,06073,High school or less,San Diego
2007,97,06073,High school or less,San Diego
2007,95,06013,High school or less,Contra Costa
2007,144,06037,High school or less,Los Angeles
2007,198,06085,Advanced degree,Santa Clara
2007,108,06059,,Orange
2007,55,06037,Advanced degree,Los Angeles
2007,77,06071,Bachelor's degree,San Bernardino
2007,89,06071,Bachelor's degree,San Bernardino
2007,153,06073,Bachelor's degree,San Diego
2007,57,06073,Advanced degree,San Diego
2007,68,06077,High school or less,San Joaquin
2007,107,06059,,Orange
2007,85,06085,Bachelor's degree,Santa Clara
2007,51,06081,High school or less,San Mateo
2007,68,06085,High school or less,Santa Clara
2007,86,06077,High school or less,San Joaquin
2007,116,06077,High school or less,San Joaquin
2007,113,06065,High school or less,Riverside
2007,122,06065,High school or less,Riverside
2007,151,06065,High school or less,Riverside
2007,94,06001,Bachelor's degree,Alameda
2007,247,06067,High school or less,Sacramento
2007,233,06067,Bachelor's degree,Sacramento
2007,249,06067,High school or less,Sacramento
2007,64,06085,Bachelor's degree,Santa Clara
2007,46,06085,Bachelor's degree,Santa Clara
2007,31,06073,High school or less,San Diego
2007,281,06037,High school or less,Los Angeles
2007,128,06065,High school or less,Riverside
2007,216,06037,Bachelor's degree,Los Angeles
2007,102,06037,Advanced degree,Los Angeles
2007,115,06037,,Los Angeles
2007,90,06059,,Orange
2007,121,06037,High school or less,Los Angeles
2007,405,06001,High school or less,Alameda
2007,188,06037,High school or less,Los Angeles
2007,245,06075,,San Francisco
2007,131,06037,High school or less,Los Angeles
2007,116,06037,High school or less,Los Angeles
2007,233,06029,High school or less,Kern
2007,89,06073,Bachelor's degree,San Diego
2007,76,06087,High school or less,Santa Cruz
2007,86,06029,High school or less,Kern
2007,128,06085,High school or less,Santa Clara
2007,63,06083,High school or less,Santa Barbara
2007,45,06037,Advanced degree,Los Angeles
2007,118,06037,Bachelor's degree,Los Angeles
2007,147,06037,,Los Angeles
2007,67,06037,,Los Angeles
2007,75,06085,,Santa Clara
2007,92,06067,Advanced degree,Sacramento
2007,99,06067,,Sacramento
2007,79,06037,Bachelor's degree,Los Angeles
2007,33,06059,Advanced degree,Orange
2007,52,06065,,Riverside
2007,58,06037,Bachelor's degree,Los Angeles
2007,89,06073,,San Diego
2007,81,06111,High school or less,Ventura
2007,177,06077,Bachelor's degree,San Joaquin
2007,64,06059,Advanced degree,Orange
2007,78,06059,High school or less,Orange
2007,202,06071,High school or less,San Bernardino
2007,106,06001,High school or less,Alameda
2007,166,06085,Advanced degree,Santa Clara
2007,256,06085,Advanced degree,Santa Clara
2007,80,06059,Bachelor's degree,Orange
2007,251,06059,Bachelor's degree,Orange
2007,291,06059,Bachelor's degree,Orange
2007,65,06037,Advanced degree,Los Angeles
2007,169,06037,Bachelor's degree,Los Angeles
2007,184,06037,Bachelor's degree,Los Angeles
2007,57,06025,High school or less,Imperial
2007,79,06037,Bachelor's degree,Los Angeles
2007,122,06085,Advanced degree,Santa Clara
2007,216,06067,Bachelor's degree,Sacramento
2007,216,06067,Bachelor's degree,Sacramento
2007,237,06059,Bachelor's degree,Orange
2007,119,06037,High school or less,Los Angeles
2007,122,06037,High school or less,Los Angeles
2007,115,06001,High school or less,Alameda
2007,46,06037,Advanced degree,Los Angeles
2007,223,06059,Bachelor's degree,Orange
2007,291,06059,High school or less,Orange
2007,66,06037,Bachelor's degree,Los Angeles
2007,91,06071,High school or less,San Bernardino
2007,50,06085,High school or less,Santa Clara
2007,163,06001,High school or less,Alameda
2007,224,06001,Bachelor's degree,Alameda
2007,74,06037,Bachelor's degree,Los Angeles
2007,67,06037,Advanced degree,Los Angeles
2007,256,06001,High school or less,Alameda
2007,102,06001,High school or less,Alameda
2007,135,06019,High school or less,Fresno
2007,82,06025,High school or less,Imperial
2007,135,06037,High school or less,Los Angeles
2007,222,06073,High school or less,San Diego
2007,65,06037,Bachelor's degree,Los Angeles
2007,58,06019,,Fresno
2007,84,06037,Bachelor's degree,Los Angeles
2007,42,06037,Bachelor's degree,Los Angeles
2007,70,06001,Bachelor's degree,Alameda
2007,231,06073,,San Diego
2007,86,06059,Advanced degree,Orange
2007,79,06059,Advanced degree,Orange
2007,147,06037,High school or less,Los Angeles
2007,214,06037,High school or less,Los Angeles
2007,187,06037,High school or less,Los Angeles
2007,179,06037,High school or less,Los Angeles
2007,175,06037,,Los Angeles
2007,277,06037,,Los Angeles
2007,99,06019,High school or less,Fresno
2007,123,06019,High school or less,Fresno
2007,326,06081,Bachelor's degree,San Mateo
2007,273,06081,Advanced degree,San Mateo
2007,91,06059,,Orange
2007,133,06081,Advanced degree,San Mateo
2007,139,06037,High school or less,Los Angeles
2007,202,06037,High school or less,Los Angeles
2007,66,06037,,Los Angeles
2007,75,06083,High school or less,Santa Barbara
2007,55,06083,High school or less,Santa Barbara
2007,284,06037,,Los Angeles
2007,299,06037,High school or less,Los Angeles
2007,410,06037,High school or less,Los Angeles
2007,61,06047,,Merced
2007,358,06099,Advanced degree,Stanislaus
2007,63,06037,Bachelor's degree,Los Angeles
2007,64,06037,,Los Angeles
2007,58,06037,,Los Angeles
2007,98,06037,Bachelor's degree,Los Angeles
2007,101,06013,Advanced degree,Contra Costa
2007,79,06013,Bachelor's degree,Contra Costa
2007,109,06059,High school or less,Orange
2007,79,06067,High school or less,Sacramento
2007,119,06067,,Sacramento
2007,97,06067,Bachelor's degree,Sacramento
2007,134,06029,High school or less,Kern
2007,275,06029,High school or less,Kern
2007,73,06059,High school or less,Orange
2007,72,06059,High school or less,Orange
2007,97,06013,High school or less,Contra Costa
2007,125,06037,High school or less,Los Angeles
2007,97,06073,Bachelor's degree,San Diego
2007,94,06073,Bachelor's degree,San Diego
2007,54,06029,Advanced degree,Kern
2007,72,06029,Advanced degree,Kern
2007,123,06000,Bachelor's degree,
2007,94,06083,High school or less,Santa Barbara
2007,93,06075,,San Francisco
2007,109,06081,Bachelor's degree,San Mateo
2007,81,06037,High school or less,Los Angeles
2007,71,06037,Advanced degree,Los Angeles
2007,145,06037,High school or less,Los Angeles
2007,82,06065,Bachelor's degree,Riverside
2007,88,06065,Bachelor's degree,Riverside
2007,84,06037,Bachelor's degree,Los Angeles
2007,217,06085,Advanced degree,Santa Clara
2007,60,06001,High school or less,Alameda
2007,90,06037,High school or less,Los Angeles
2007,76,06037,Bachelor's degree,Los Angeles
2007,36,06085,Advanced degree,Santa Clara
2007,39,06085,Advanced degree,Santa Clara
2007,138,06037,Bachelor's degree,Los Angeles
2007,112,06037,Bachelor's degree,Los Angeles
2007,91,06085,Bachelor's degree,Santa Clara
2007,210,06037,High school or less,Los Angeles
2007,90,06037,High school or less,Los Angeles
2007,83,06037,,Los Angeles
2007,82,06037,High school or less,Los Angeles
2007,150,06113,Advanced degree,Yolo
2007,69,06037,Bachelor's degree,Los Angeles
2007,66,06037,Bachelor's degree,Los Angeles
2007,65,06001,Bachelor's degree,Alameda
2007,69,06001,Advanced degree,Alameda
2007,78,06001,Advanced degree,Alameda
2007,153,06075,,San Francisco
2007,190,06041,High school or less,Marin
2007,193,06041,Bachelor's degree,Marin
2007,108,06037,,Los Angeles
2007,68,06037,Bachelor's degree,Los Angeles
2007,89,06059,High school or less,Orange
2007,49,06099,High school or less,Stanislaus
2007,60,06099,High school or less,Stanislaus
2007,139,06099,High school or less,Stanislaus
2007,133,06013,High school or less,Contra Costa
2007,114,06013,High school or less,Contra Costa
2007,135,06000,High school or less,
2007,44,06059,Bachelor's degree,Orange
2007,80,06059,Bachelor's degree,Orange
2007,72,06037,,Los Angeles
2007,66,06099,High school or less,Stanislaus
2007,55,06001,Advanced degree,Alameda
2007,86,06037,High school or less,Los Angeles
2007,274,06037,High school or less,Los Angeles
2007,134,06000,High school or less,
2007,61,06037,Bachelor's degree,Los Angeles
2007,182,06037,High school or less,Los Angeles
2007,198,06037,High school or less,Los Angeles
2007,148,06037,,Los Angeles
2007,188,06037,High school or less,Los Angeles
2007,109,06073,Advanced degree,San Diego
2007,105,06073,Advanced degree,San Diego
2007,123,06037,High school or less,Los Angeles
2007,175,06037,High school or less,Los Angeles
2007,261,06037,High school or less,Los Angeles
2007,272,06037,High school or less,Los Angeles
2007,202,06037,High school or less,Los Angeles
2007,179,06037,High school or less,Los Angeles
2007,153,06081,Bachelor's degree,San Mateo
2007,190,06081,,San Mateo
2007,157,06085,Advanced degree,Santa Clara
2007,90,06037,Advanced degree,Los Angeles
2007,87,06037,,Los Angeles
2007,54,06085,Advanced degree,Santa Clara
2007,71,06085,Advanced degree,Santa Clara
